,smiles,value
0,Brc1ccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)cc1,True
1064,CCc1ccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)cc1,False
1065,CCc1ccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1,False
3722,COc1ccccc1-c1nc2ccc(Nc3ccnc4ccccc34)cc2[nH]1,False
4159,Cc1ccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)cc1,False
4438,Cc1cccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)c1,False
4627,Cc1ccccc1-c1nc2ccc(Nc3ccnc4ccccc34)cc2[nH]1,False
4628,Cc1ccccc1-c1nc2ccc(Nc3ncnc4ccccc34)cc2[nH]1,False
4849,Clc1cc(Cl)cc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)c1,True
4850,Clc1cc(Cl)cc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)c1,False
4853,Clc1ccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)cc1,True
4854,Clc1ccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)cc1Cl,True
4855,Clc1ccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1,True
4856,Clc1ccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1Cl,True
4882,Clc1cccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)c1,False
4884,Clc1cccc(Cl)c1-c1nc2ccc(Nc3ccnc4ccccc34)cc2[nH]1,False
4888,Clc1ccccc1-c1nc2ccc(Nc3ccnc4ccccc34)cc2[nH]1,False
4889,Clc1ccccc1-c1nc2ccc(Nc3ncnc4ccccc34)cc2[nH]1,False
5094,FC(F)(F)c1ccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)cc1,False
5095,FC(F)(F)c1ccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1,False
5102,FC(F)(F)c1cccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)c1,False
5103,FC(F)(F)c1cccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)c1,False
5113,FC(F)(F)c1ccccc1-c1nc2ccc(Nc3ccnc4ccccc34)cc2[nH]1,False
5114,FC(F)(F)c1ccccc1-c1nc2ccc(Nc3ncnc4ccccc34)cc2[nH]1,False
5117,Fc1ccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)cc1,False
5120,Fc1ccc(Br)c(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)c1,False
